PCode,REGION,DISTRICT,Code_CSREF,STRUCTURE,PCODE2,TYPE,DATE OUVERTURE,NBRE VILLAGE,DISTANCE,ACCESSIBILITE,Source,obs,Longitude,Latitude
ML01R03C000,KAYES,DIEMA,ML01R03,DIEMA CSREF,ML01R03C000,CSRef,1-Jan-1987,0,271,,OMS Survey,,-9.188843278,14.53862635
ML04R03C007,SEGOU,BLA,ML04R03,DIENA,ML04R03C007,CSCOM,27-Dec-1994,8,37,NON,OMS Survey,,-6.02525515,13.0356196
ML01R03C006,KAYES,DIEMA,ML01R03,DIEOURA,ML01R03C006,CSCOM,1-Apr-2002,3,120,NON,OMS Survey,,-9.849296279,14.29789497
ML02R08C007,KOULIKORO,NARA,ML02R08,DIGAN,ML02R08C007,CSCOM,1-Jan-2011,5,155,OUI,OMS Survey,,-8.0306,14.54816
ML02R09C006,KOULIKORO,OUELESSEBOUGOU,ML02R09,DIGAN,ML02R09C006,CSCOM,19-Oct-2004,7,25,OUI,OMS Survey,,-7.76633,12.13365
ML05R07C003,MOPTI,TENENKOU,ML05R07,DIGUICIRE,ML05R07C003,CSCOM,1-Nov-1997,19,35,OUI,OMS Survey,,-5.12987,14.59952
ML02R08C008,KOULIKORO,NARA,ML02R08,DILLY,ML02R08C008,CSCOM,1-Jan-1995,22,52,OUI,OMS Survey,,-7.20706,14.79008
,MOPTI,BANKASS,ML05R03,DIMBAL,0,CSCOM,,,,,Cluster Nutrition,,-3.618477,14.026478
ML05R06C007,MOPTI,KORO,ML05R06,DINAGOUROU,ML05R06C007,CSCOM,1-Feb-1995,6,125,OUI,OMS Survey,,-2.245445897,14.4480911
ML02R06C014,KOULIKORO,KATI,ML02R06,DIO GARE,ML02R06C014,CSCOM,15-Jan-2005,10,15,NON,OMS Survey,,-8.243558402,12.80080435
,SEGOU,Baroueli,,DIOFOROGO,0,CSCOM,,,,,Cluster Nutrition,,-6.497405,13.105546
ML02R03C005,KOULIKORO,DIOILA,ML02R03,DIOILA CENTRAL,ML02R03C005,CSCOM,14-Apr-2009,21,1,NON,OMS Survey,,-6.793810276,12.48126497
ML02R03C000,KOULIKORO,DIOILA,ML02R03,DIOILA CSREF,ML02R03C000,CSRef,1-Jan-2011,0,1,,OMS Survey,,-6.793810276,12.48126497
ML01R02C009,KAYES,BAFOULABE,ML01R02,DIOKELI,ML01R02C009,CSCOM,1-Nov-2006,19,76,NON,OMS Survey,,-10.40769,13.64108
ML03R01C006,SIKASSO,SIKASSO,ML03R01,DIOMATENE,ML03R01C006,CSCOM,1-Jun-2009,4,12,OUI,OMS Survey,,-5.6422224,11.43416697
ML05R05C005,MOPTI,DOUENTZA,ML05R05,DIONA-KORAROU,ML05R05C005,CSCOM,2-Dec-2004,5,200,OUI,OMS Survey,,-3.235757273,15.32392272
ML01R07C004,KAYES,YELIMANE,ML01R07,DIONCOULANE,ML01R07C004,CSCOM,18-Jan-2002,5,10,OUI,OMS Survey,,-10.5791,15.17255
ML05R07C004,MOPTI,TENENKOU,ML05R07,DIONDIORI,ML05R07C004,CSCOM,1-Jan-1995,32,25,NON,OMS Survey,,-4.774713899,14.60853185
ML01R07C005,KAYES,YELIMANE,ML01R07,DIONGAGA,ML01R07C005,CSCOM,1-Nov-1996,8,50,NON,OMS Survey,,-10.88194466,15.07638935
ML04R08C003,SEGOU,TOMINIAN,ML04R08,DIORA,ML04R08C003,CSCOM,13-Nov-2000,15,78,OUI,OMS Survey,,-4.673303024,12.8573446
ML04R05C003,SEGOU,MARKALA,ML04R05,DIORO,ML04R05C003,CSCOM,1-Jan-1995,3,31,OUI,OMS Survey,,-5.832970275,13.68718235
ML03R03C002,SIKASSO,KADIOLO,ML03R03,DIOU,ML03R03C002,CSCOM,1-Sep-1996,8,25,OUI,OMS Survey,,-5.972,10.59
ML06R05C007,TOMBOUCTOU,NIAFUNKE,ML06R05,DIOULABOUGOU - NIAFUNKE,ML06R05C007,CSCOM,7-Jun-2004,46,0,NON,OMS Survey,,-4.05154,16.0245
ML01R03C007,KAYES,DIEMA,ML01R03,DIOUMARA,ML01R03C007,CSCOM,1-Feb-2000,18,75,NON,OMS Survey,,-8.566053903,14.53784935
ML03R03C003,SIKASSO,KADIOLO,ML03R03,DIOUMATENE,ML03R03C003,CSCOM,1-Oct-1998,5,18,OUI,OMS Survey,,-5.907470226,10.53164959
ML04R01C006,SEGOU,SEGOU,ML04R01,DIOUNA,ML04R01C006,CSCOM,1-Jan-2006,15,65,OUI,OMS Survey,,-5.82134015,13.43063772
ML05R06C008,MOPTI,KORO,ML05R06,DIOUNGANI,ML05R06C008,CSCOM,1-Dec-1996,12,52,NON,OMS Survey,,-2.739015522,14.31287722
ML01R05C010,KAYES,KITA,ML01R05,DIOUNGOUNTE,ML01R05C010,CSCOM,1-Jan-1999,5,220,NON,OMS Survey,,-10.0443,13.92639
ML05R07C005,MOPTI,TENENKOU,ML05R07,DIOURA,ML05R07C005,CSCOM,1-May-1997,18,65,OUI,OMS Survey,,-5.17079,14.90729
ML06R02C004,TOMBOUCTOU,DIRE,ML06R02,DIRE CENTRAL,ML06R02C004,CSCOM,24-May-2010,10,0,OUI,OMS Survey,,-3.400139398,16.25670648
ML06R02C000,TOMBOUCTOU,DIRE,ML06R02,DIRE CSREF,ML06R02C000,CSRef,1-Jan-2004,0,123,,OMS Survey,,-3.400139398,16.25670648
ML01R04C005,KAYES,KENIEBA,ML01R04,DITTIN,ML01R04C005,CSCOM,1-Dec-2010,6,155,OUI,OMS Survey,,-10.64857665,12.0735021
ML04R07C006,SEGOU,SAN,ML04R07,DJEBALA,ML04R07C006,CSCOM,1-Apr-1996,18,45,NON,OMS Survey,,-5.11194,13.47569
ML07R01C007,GAO,GAO,ML07R01,DJEBOCK,ML07R01C007,CSCOM,1-Oct-1999,11,45,OUI,OMS Survey,,0.29771098,16.3411296
ML04R07C007,SEGOU,SAN,ML04R07,DJEGUENA,ML04R07C007,CSCOM,12-Jul-2007,8,30,OUI,OMS Survey,,-5.105364525,13.18986572
ML02R04C005,KOULIKORO,FANA,ML02R04,DJELE,ML02R04C005,CSCOM,1-Jan-1999,4,90,OUI,OMS Survey,,-7.36188,12.27361
ML05R04C002,MOPTI,DJENNE,ML05R04,DJENNE CENT0AL,ML05R04C002,CSCOM,18-Oct-1994,21,0,NON,OMS Survey,,-4.557280274,13.90576597
ML05R04C000,MOPTI,DJENNE,ML05R04,DJENNE CSREF,ML05R04C000,CSREF,1-Jan-2011,0,135,,OMS Survey,,-4.557280274,13.90576597
ML04R05C004,SEGOU,MARKALA,ML04R05,DJIBOUGOU,ML04R05C004,CSCOM,17-May-2011,6,0,OUI,OMS Survey,,-6.00571,13.61244
ML01R05C011,KAYES,KITA,ML01R05,DJIDIAN,ML01R05C011,CSCOM,1-Mar-1995,12,20,NON,OMS Survey,,-9.6114,13.40824
ML02R08C009,KOULIKORO,NARA,ML02R08,DJIGUE,ML02R08C009,CSCOM,1-Jan-2006,19,145,OUI,OMS Survey,,-7.616,14.60462
ML03R02C011,SIKASSO,BOUGOUNI,ML03R02,DJINE,ML03R02C011,CSCOM,1-May-2006,1,50,OUI,OMS Survey,,-7.388,11.13
ML01R01C012,KAYES,KAYES,ML01R01,DJINGUILOU,ML01R01C012,CSCOM,1-Feb-2008,8,70,NON,OMS Survey,,-11.01203825,14.25051909
ML03R06C005,SIKASSO,KOUTIALA,ML03R06,DJITAMANA,ML03R06C005,CSCOM,1-Jan-2007,5,57,NON,OMS Survey,,-5.63789215,12.24310422
ML02R06C015,KOULIKORO,KATI,ML02R06,DJOLIBA,ML02R06C015,CSCOM,5-Jun-2005,12,0,NON,OMS Survey,,-8.16327,12.39935
,KAYES,OUSSOUBIDIAGNA,,DJOUFOYA TINTOKA,0,CSCOM,,,,,Cluster Nutrition,,-10.368365,13.913378
ML01R05C012,KAYES,KITA,ML01R05,DJOUGOUN,ML01R05C012,CSCOM,1-Apr-2008,6,191,NON,OMS Survey,,-9.606771404,14.2596316
ML02R04C006,KOULIKORO,FANA,ML02R04,DJOUMAZANA,ML02R04C006,CSCOM,15-Mar-1997,21,60,OUI,OMS Survey,,-7.35995,12.4699
ML06R05C008,TOMBOUCTOU,NIAFUNKE,ML06R05,DOFANA,ML06R05C008,CSCOM,1-Jan-2006,14,74,OUI,OMS Survey,,-4.454716709,15.7966986
ML05R02C006,MOPTI,BANDIAGARA,ML05R02,DOGANI - BERE,ML05R02C006,CSCOM,16-May-2011,14,67,OUI,OMS Survey,,-3.423642398,14.89365135
ML05R08C003,MOPTI,YOUWAROU,ML05R08,DOGO,ML05R08C003,CSCOM,30-Jun-2000,10,100,OUI,OMS Survey,,-4.429882149,15.16583547
ML03R02C012,SIKASSO,BOUGOUNI,ML03R02,DOGO-BOUGOUNI,ML03R02C012,CSCOM,1-Nov-1997,28,85,,OMS Survey,,-7.333346402,11.88638785
ML02R06C016,KOULIKORO,KATI,ML02R06,DOGODOUMA,ML02R06C016,CSCOM,1-Jan-2007,3,16,OUI,OMS Survey,,-8.02262,12.53254
ML01R07C006,KAYES,YELIMANE,ML01R07,DOGOFRI,ML01R07C006,CSCOM,1-Apr-2002,3,50,OUI,OMS Survey,,-10.94055553,15.01249985
ML04R06C007,SEGOU,NIONO,ML04R06,DOGOFRY,ML04R06C007,CSCOM,30-May-1994,24,75,OUI,OMS Survey,,-6.02861115,14.7755556
ML03R04C001,SIKASSO,KIGNAN,ML03R04,DOGONI,ML03R04C001,CSCOM,1-Jun-1997,15,60,OUI,OMS Survey,,-6.003284525,12.13485335
ML02R03C006,KOULIKORO,DIOILA,ML02R03,DOLENDOUGOU,ML02R03C006,CSCOM,12-Jun-2011,1,40,OUI,OMS Survey,,-6.47427,12.58631
ML03R02C013,SIKASSO,BOUGOUNI,ML03R02,DOMBA,ML03R02C013,CSCOM,1-Dec-2005,17,110,,OMS Survey,,-6.889385526,11.72701297
ML01R04C006,KAYES,KENIEBA,ML01R04,DOMBIA,ML01R04C006,CSCOM,1-Jul-2004,65,65,OUI,OMS Survey,,-11.05083366,12.78055572
ML02R06C017,KOULIKORO,KATI,ML02R06,DOMBILA,ML02R06C017,CSCOM,15-Jun-2005,13,22,OUI,OMS Survey,,-8.2183,12.95291
,GAO,Gao,,DOREYE,0,CSCOM,,,,,Cluster Nutrition,,-0.411111111,15.81916667
ML04R02C004,SEGOU,BAROUELI,ML04R02,DOTEMBOUGOU,ML04R02C004,CSCOM,1-Jun-1998,7,23,OUI,OMS Survey,,-6.69753,13.2622
ML01R02C010,KAYES,OUSSOUBIDIAGNA,ML01R02,DOUALE,ML01R02C010,CSCOM,1-Dec-2008,4,155,OUI,OMS Survey,,-10.53209,14.34185
ML02R06C018,KOULIKORO,KATI,ML02R06,DOUBABOUGOU KATI,ML02R06C018,CSCOM,1-Jan-2007,9,12,OUI,OMS Survey,,-8.182959527,12.70579535
ML02R07C002,KOULIKORO,KOLOKANI,ML02R07,DOUBABOUGOU KOLOKANI,ML02R07C002,CSCOM,16-Sep-2005,12,55,NON,OMS Survey,,-7.91647,14.14233
,SIKASSO,Kignan,,DOUBANABA,0,CSCOM,,,,,Cluster Nutrition,,-5.933245,11.666048
ML06R03C003,TOMBOUCTOU,GOUNDAM,ML06R03,DOUEKIRE,ML06R03C003,CSCOM,1-Jul-2005,17,45,OUI,OMS Survey,,-3.372587148,16.57110035
ML05R05C006,MOPTI,DOUENTZA,ML05R05,DOUENTZA CENT0AL,ML05R05C006,CSCOM,1-Jan-2005,5,1,OUI,OMS Survey,,-2.951200648,14.99235152
ML05R05C000,MOPTI,DOUENTZA,ML05R05,DOUENTZA CSREF,ML05R05C000,CSREF,1-Jan-1999,0,175,,OMS Survey,,-2.951200648,14.99235152
ML04R05C005,SEGOU,MARKALA,ML04R05,DOUGABOUGOU,ML04R05C005,CSCOM,1-Jan-2006,15,1,NON,OMS Survey,,-6.115607025,13.81516772
ML04R06C008,SEGOU,NIONO,ML04R06,DOUGOUBA,ML04R06C008,CSCOM,9-Sep-2006,1,65,OUI,OMS Survey,,-5.94442,14.84463
ML04R02C005,SEGOU,BAROUELI,ML04R02,DOUGOUFE,ML04R02C005,CSCOM,1-Jan-2000,6,62,OUI,OMS Survey,,-6.630000151,13.3158331
ML03R01C007,SIKASSO,SIKASSO,ML03R01,DOUGOUKOLOBOUGOU,ML03R01C007,CSCOM,1-Jan-1998,5,90,OUI,OMS Survey,,-6.494,11.44
ML04R03C008,SEGOU,BLA,ML04R03,DOUGOUOLO,ML04R03C008,CSCOM,5-Feb-1993,8,25,OUI,OMS Survey,,-5.56632465,12.9228596
ML03R01C008,SIKASSO,SIKASSO,ML03R01,DOUMANABA,ML03R01C008,CSCOM,16-Jun-1996,9,23,NON,OMS Survey,,-5.933245275,11.66604847
ML03R01C009,SIKASSO,SIKASSO,ML03R01,DOUMANANI,ML03R01C009,CSCOM,1-Jan-1998,4,90,OUI,OMS Survey,,-6.174240276,11.67744922
ML02R01C002,KOULIKORO,KOULIKORO,ML02R01,DOUMBA,ML02R01C002,CSCOM,1-Jan-2011,1,1,OUI,OMS Survey,,-7.4986,13.07087
ML03R09C003,SIKASSO,YOROSSO,ML03R09,DOUNA,ML03R09C003,CSCOM,1-Jan-2009,4,48,OUI,OMS Survey,,-4.776889649,12.05083685
,SIKASSO,Yorosso,,DOUNA YOROSSO,0,CSCOM,,,,,Cluster Nutrition,,-4.77689,12.050837
ML05R03C006,MOPTI,BANKASS,ML05R03,DOUNDE,ML05R03C006,CSCOM,21-Apr-2001,20,35,OUI,OMS Survey,,-3.71423,13.99889
ML04R01C007,SEGOU,SEGOU,ML04R01,DOURA,ML04R01C007,CSCOM,28-May-2010,15,45,OUI,OMS Survey,,-6.208272651,13.92642447
ML04R05C006,SEGOU,MARKALA,ML04R05,DOURA,ML04R05C006,CSCOM,24-Jan-2005,7,25,OUI,OMS Survey,,-6.01482,13.68871
ML05R02C007,MOPTI,BANDIAGARA,ML05R02,DOUROU,ML05R02C007,CSCOM,1-Dec-1999,31,21,OUI,OMS Survey,,-3.434971023,14.30146485
ML03R08C003,SIKASSO,YANFOLILA,ML03R08,DOUSSOUDIANA,ML03R08C003,CSCOM,10-Dec-1996,2,14,,OMS Survey,,-7.806215652,11.14774635
ML01R01C013,KAYES,KAYES,ML01R01,DRAMANE,ML01R01C013,CSCOM,15-Dec-1994,4,55,,OMS Survey,,-11.90278,14.61694
,TOMBOUCTOU,Gourma-Rharous,,EBANGUE MALENE,0,CSCOM,,,,,Cluster Nutrition,Non localise,,
ML06R03C004,TOMBOUCTOU,GOUNDAM,ML06R03,ECHELL,ML06R03C004,CSCOM,1-Oct-2004,8,80,OUI,OMS Survey,,-3.943004398,16.27268098
ML06R04C004,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,EGACHAR,ML06R04C004,CSCOM,1-Aug-1999,,95,,OMS Survey,Non localise,,
ML05R03C007,MOPTI,BANKASS,ML05R03,ENDE,ML05R03C007,CSCOM,1-Sep-2005,7,12,OUI,OMS Survey,,-3.50151,14.16353
ML06R01C010,TOMBOUCTOU,TOMBOUCTOU,ML06R01,ERINTEDJEFT,ML06R01C010,CSCOM,1-Oct-2008,1,80,OUI,OMS Survey,,-2.14187,18.69814
ML07R03C008,GAO,BOUREM,ML07R03,ERSANE,ML07R03C008,CSCOM,1-Jan-1999,20,190,OUI,OMS Survey,,-0.42667,18.506
ML06R03C005,TOMBOUCTOU,GOUNDAM,ML06R03,ESSAKANE,ML06R03C005,CSCOM,1-Jul-2006,6,45,OUI,OMS Survey,,-3.633312023,16.78005948
ML09R01C004,KIDAL,KIDAL,ML09R01,ESSOUK,ML09R01C004,CSCOM,1-Jan-2006,6,65,NON,OMS Survey,,1.191143,18.764236
ML09R01C005,KIDAL,KIDAL,ML09R01,ETAMBAR,ML09R01C005,CSCOM,1-Jan-2002,2,2,NON,OMS Survey,,1.401523,18.444309
,GAO,Ansongo,,FAFA,0,CSCOM,,,,,Cluster Nutrition,,0.746311356,15.3200606
ML03R05C003,SIKASSO,KOLONDIEBA,ML03R05,FAKOLA,ML03R05C003,CSCOM,1-Jan-1996,10,47,OUI,OMS Survey,,-6.919093401,10.54442934
ML02R06C019,KOULIKORO,KATI,ML02R06,FALADIE,ML02R06C019,CSCOM,15-Jan-2005,20,75,NON,OMS Survey,,-8.338186778,13.13581622
ML02R04C007,KOULIKORO,FANA,ML02R04,FALAKO,ML02R04C007,CSCOM,15-May-2001,5,50,OUI,OMS Survey,,-7.179838356,12.58633599
ML02R06C020,KOULIKORO,KATI,ML02R06,FALANI,ML02R06C020,CSCOM,1-Jan-2005,8,60,NON,OMS Survey,,-7.52446,12.38714
ML01R04C007,KAYES,KENIEBA,ML01R04,FALEA,ML01R04C007,CSCOM,1-May-2005,7,1,OUI,OMS Survey,,-11.27342366,12.26133947
,SEGOU,Segou,,FALEMA,0,CSCOM,,,,,Cluster Nutrition,,-6.061315,13.334668
ML02R08C010,KOULIKORO,NARA,ML02R08,FALLOU,ML02R08C010,CSCOM,1-Jan-1997,8,120,OUI,OMS Survey,,-7.930167402,14.5935256
ML04R03C009,SEGOU,BLA,ML04R03,FALO,ML04R03C009,CSCOM,1-Apr-1996,10,65,OUI,OMS Survey,,-6.238730651,12.90984735
ML03R01C010,SIKASSO,SIKASSO,ML03R01,FAMA,ML03R01C010,CSCOM,1-Jun-1996,12,25,OUI,OMS Survey,,-5.69166665,11.53472236
ML04R01C008,SEGOU,SEGOU,ML04R01,FAMORILA,ML04R01C008,CSCOM,1-Jan-2008,6,120,OUI,OMS Survey,,-5.48891,13.41672
ML03R06C006,SIKASSO,KOUTIALA,ML03R06,FAMOUSSASSO,ML03R06C006,CSCOM,1-Oct-2006,3,30,,OMS Survey,,-5.31495915,12.45498495
ML02R04C008,KOULIKORO,FANA,ML02R04,FANA CENTRAL,ML02R04C008,CSCOM,20-Aug-2007,9,2,OUI,OMS Survey,,-6.959215401,12.77709372
ML02R04C000,KOULIKORO,FANA,ML02R04,FANA CSREF,ML02R04C000,CSRef,11-Oct-1999,0,120,,OMS Survey,,-6.959215401,12.77709372
ML01R07C007,KAYES,YELIMANE,ML01R07,FANGA,ML01R07C007,CSCOM,1-Apr-1993,4,25,NON,OMS Survey,,-10.41648503,15.0037011
ML04R08C004,SEGOU,TOMINIAN,ML04R08,FANGASSO,ML04R08C004,CSCOM,15-Apr-1995,29,45,NON,OMS Survey,,-4.445368899,13.5219286
ML04R03C010,SEGOU,BLA,ML04R03,FANI,ML04R03C010,CSCOM,1-Apr-1996,11,75,OUI,OMS Survey,,-5.37087915,13.17812422
,SIKASSO,Kadiolo,,FANIDIAMA,0,CSCOM,,,,,Cluster Nutrition,,-5.571221,10.481505
ML03R01C011,SIKASSO,SIKASSO,ML03R01,FANTARASSO,ML03R01C011,CSCOM,1-Jul-2011,7,32,OUI,OMS Survey,,-5.901925275,11.16896061
ML05R08C004,MOPTI,YOUWAROU,ML05R08,FAOU,ML05R08C004,CSCOM,11-Aug-2007,20,65,OUI,OMS Survey,,-3.943402773,15.50764872
ML03R07C003,SIKASSO,SELINGUE,ML03R07,FARABA,ML03R07C003,CSCOM,1-Jul-2008,3,1,OUI,OMS Survey,,-8.312,11.38
ML01R04C008,KAYES,KENIEBA,ML01R04,FARABA KENIEBA,ML01R04C008,CSCOM,1-Jul-2004,9,85,NON,OMS Survey,,-10.89911178,12.42952597
ML02R09C007,KOULIKORO,OUELESSEBOUGOU,ML02R09,FARABA-KATI,ML02R09C007,CSCOM,27-Oct-1999,8,30,NON,OMS Survey,,-8.146989277,11.90323847
ML02R06C021,KOULIKORO,KATI,ML02R06,FARABANA,ML02R06C021,CSCOM,1-Jan-2011,1,0,OUI,OMS Survey,,-8.121666667,12.45694444
ML01R03C008,KAYES,DIEMA,ML01R03,FARABOUGOU,ML01R03C008,CSCOM,1-Jan-2006,1,30,OUI,OMS Survey,,-9.56701,14.51892
ML02R06C022,KOULIKORO,KATI,ML02R06,FARADA,ML02R06C022,CSCOM,1-Jan-2006,1,0,OUI,OMS Survey,,-8.07213,12.76786
ML03R02C014,SIKASSO,BOUGOUNI,ML03R02,FARAGOUARAN,ML03R02C014,CSCOM,1-Oct-1999,16,35,OUI,OMS Survey,,-7.771626527,11.30920185
ML03R01C012,SIKASSO,SIKASSO,ML03R01,FARAKALA,ML03R01C012,CSCOM,3-Mar-2003,14,43,NON,OMS Survey,,-6.010000275,11.3588886
ML04R01C009,SEGOU,SEGOU,ML04R01,FARAKO,ML04R01C009,CSCOM,1-Sep-1996,12,120,NON,OMS Survey,,-6.389028276,13.40699472
ML03R05C004,SIKASSO,KOLONDIEBA,ML03R05,FARAKO-KOLONDIEBA,ML03R05C004,CSCOM,10-Dec-1996,4,25,,OMS Survey,,-6.848755151,10.82436669
ML01R03C009,KAYES,DIEMA,ML01R03,FASSOUDEBE,ML01R03C009,CSCOM,1-Feb-2006,3,75,NON,OMS Survey,,-9.475555404,15.13749985
ML04R06C009,SEGOU,NIONO,ML04R06,FASSOUN IBATOU,ML04R06C009,CSCOM,8-Sep-2003,7,30,OUI,OMS Survey,,-5.87116,14.58284
ML01R03C010,KAYES,DIEMA,ML01R03,FATAO,ML01R03C010,CSCOM,25-Dec-2009,2,65,OUI,OMS Survey,,-9.530343154,14.32251772
ML04R01C010,SEGOU,SEGOU,ML04R01,FATINE,ML04R01C010,CSCOM,1-Jan-2003,26,120,OUI,OMS Survey,,-5.28142,13.43046
ML05R01C005,MOPTI,MOPTI,ML05R01,FATOMA,ML05R01C005,CSCOM,1-Jan-1996,22,21,OUI,OMS Survey,,-4.060348774,14.61034335
ML01R01C014,KAYES,KAYES,ML01R01,FEGUI,ML01R01C014,CSCOM,15-Jan-2007,1,95,OUI,OMS Survey,,-12.14680728,14.6210231
ML03R06C007,SIKASSO,KOUTIALA,ML03R06,FERME,ML03R06C007,CSCOM,1-Jan-2005,7,39,OUI,OMS Survey,,-5.687311525,12.61685997
ML02R05C002,KOULIKORO,KANGABA,ML02R05,FIGUIRATOMO,ML02R05C002,CSCOM,15-Oct-1999,8,7,NON,OMS Survey,,-8.34103,11.851
ML03R08C004,SIKASSO,YANFOLILA,ML03R08,FILAMANA,ML03R08C004,CSCOM,1-Dec-1999,13,80,,OMS Survey,,-7.949410027,10.50065285
ML03R01C013,SIKASSO,SIKASSO,ML03R01,FINKOLO AC,ML03R01C013,CSCOM,1-Jan-2001,40,18,OUI,OMS Survey,,-5.5117934,11.26440022
ML03R01C014,SIKASSO,SIKASSO,ML03R01,FINKOLO Ganadougou,ML03R01C014,CSCOM,1-Jan-2001,12,89,OUI,OMS Survey,,-6.198499151,11.22080524
ML04R07C008,SEGOU,SAN,ML04R07,FION,ML04R07C008,CSCOM,1-Apr-2003,7,75,NON,OMS Survey,,-4.718013024,13.4047471
ML02R03C007,KOULIKORO,DIOILA,ML02R03,FISSABA,ML02R03C007,CSCOM,1-Jan-2005,9,80,OUI,OMS Survey,,-6.67393,11.97936
,SIKASSO,Yanfolila,,FLABOUGOULA,0,CSCOM,,,,,Cluster Nutrition,,-8.127969,10.959078
ML01R05C013,KAYES,KITA,ML01R05,FLADOUGOU BANKASSI,ML01R05C013,CSCOM,1-May-2005,3,45,OUI,OMS Survey,,-9.10709,13.25467
ML01R05C014,KAYES,KITA,ML01R05,FLADOUGOU MADINA,ML01R05C014,CSCOM,1-Nov-2005,1,118,OUI,OMS Survey,,-8.87421,13.60872
ML01R05C015,KAYES,KITA,ML01R05,FLADOUGOU MARENA,ML01R05C015,CSCOM,1-Apr-2011,2,45,OUI,OMS Survey,,-9.14928,13.37319
ML03R02C015,SIKASSO,BOUGOUNI,ML03R02,FOGOBA,ML03R02C015,CSCOM,12-Jun-2008,3,95,,OMS Survey,,-7.44261,12.03978
ML03R01C015,SIKASSO,SIKASSO,ML03R01,FOH,ML03R01C015,CSCOM,1-Jan-2000,2,1,OUI,OMS Survey,,-5.778,11.79
ML04R04C001,SEGOU,MACINA,ML04R04,FOLOMANA,ML04R04C001,CSCOM,1-Jan-1998,15,65,OUI,OMS Survey,,-5.15549415,13.59829472
ML03R06C008,SIKASSO,KOUTIALA,ML03R06,FONFONA,ML03R06C008,CSCOM,1-Dec-1999,4,57,OUI,OMS Survey,,-5.605833525,12.67416672
ML07R01C008,GAO,GAO,ML07R01,FORGHO,ML07R01C008,CSCOM,4-Jan-1999,4,30,OUI,OMS Survey,,-0.049655,16.339996
ML01R06C007,KAYES,NIORO,ML01R06,FOSSE KAARTA,ML01R06C007,CSCOM,1-Jan-2002,7,15,NON,OMS Survey,,-9.7857,15.1989
ML03R08C005,SIKASSO,YANFOLILA,ML03R08,FOUGATIE,ML03R08C005,CSCOM,1-Mar-2001,6,10,,OMS Survey,,-8.368,11.13
,SIKASSO,Bougouni,,FOULALABA,0,CSCOM,,,,,Cluster Nutrition,,-7.363064,10.687392
,KAYES,Kita,,FOUNIA-MORIBOUGOU,0,CSCOM,,,,,Cluster Nutrition,,-9.476523,12.900082
ML03R03C004,SIKASSO,KADIOLO,ML03R03,FOUROU,ML03R03C004,CSCOM,10-Sep-1996,8,55,OUI,OMS Survey,,-6.144359651,10.7403891
ML01R06C008,KAYES,NIORO,ML01R06,FRANDALAH,ML01R06C008,CSCOM,15-Apr-2008,5,25,,OMS Survey,,-9.98111,15.11139
ML01R01C015,KAYES,KAYES,ML01R01,GABOU,ML01R01C015,CSCOM,1-Jul-2002,3,25,NON,OMS Survey,,-11.28631578,14.49910235
ML07R01C009,GAO,GAO,ML07R01,GADEYE,ML07R01C009,CSCOM,1-Jan-2000,1,1,OUI,OMS Survey,,-0.04443502,16.28868085
ML01R06C009,KAYES,NIORO,ML01R06,GADIABA-KADIEL,ML01R06C009,CSCOM,1-Jan-2003,6,15,OUI,OMS Survey,,-9.647777529,15.12222197
ML05R04C003,MOPTI,DJENNE,ML05R04,GAGNA,ML05R04C003,CSCOM,1-Dec-1993,9,18,NON,OMS Survey,,-4.509568274,14.00792497
ML01R01C016,KAYES,KAYES,ML01R01,GAKOURA,ML01R01C016,CSCOM,24-Dec-1994,5,65,NON,OMS Survey,,-11.84083366,14.61222272
ML01R05C016,KAYES,KITA,ML01R05,GALLE,ML01R05C016,CSCOM,1-Oct-2007,5,55,NON,OMS Survey,,-9.504730904,12.57980547
ML05R06C009,MOPTI,KORO,ML05R06,GANGAFANI,ML05R06C009,CSCOM,16-Jun-1995,6,100,OUI,OMS Survey,,-2.38115,14.48886
ML05R03C008,MOPTI,BANKASS,ML05R03,GANIDAH,ML05R03C008,CSCOM,1-Jan-2011,8,65,OUI,OMS Survey,,-3.596376273,13.4288911
ML07R01C000,GAO,GAO,ML07R01,GAO CSREF,ML07R01C000,CSRef,1-Jan-2011,0,1,,OMS Survey,,-0.038569387,16.2664392
ML03R02C016,SIKASSO,BOUGOUNI,ML03R02,GARALO,ML03R02C016,CSCOM,1-Aug-1998,14,60,OUI,OMS Survey,,-7.440652588,10.97169321
ML03R02C017,SIKASSO,BOUGOUNI,ML03R02,GARALO II,ML03R02C017,CSCOM,1-Dec-2010,8,60,OUI,OMS Survey,,-7.439593152,10.97479022
ML03R06C009,SIKASSO,KOUTIALA,ML03R06,GARASSO,ML03R06C009,CSCOM,7-Jul-2002,8,65,OUI,OMS Survey,,-5.0783439,12.3697971
ML06R02C005,TOMBOUCTOU,DIRE,ML06R02,GARBAKOIRA,ML06R02C005,CSCOM,1-Jun-2005,14,50,NON,OMS Survey,,-3.180833398,16.5069446
ML07R03C009,GAO,BOUREM,ML07R03,GARBAME,ML07R03C009,CSCOM,1-Jan-1999,7,175,OUI,OMS Survey,,-0.07519502,16.50458135
