PCode,REGION,DISTRICT,Code_CSREF,STRUCTURE,PCODE2,TYPE,DATE OUVERTURE,NBRE VILLAGE,DISTANCE,ACCESSIBILITE,Source,obs,Longitude,Latitude
ML02R02C011,KOULIKORO,BANAMBA,ML02R02,OUARO,ML02R02C011,CSCOM,1-Jan-2004,11,73,OUI,OMS Survey,,-7.71017,14.15446
ML01R02C023,KAYES,BAFOULABE,ML01R02,OUASSALA,ML01R02C023,CSCOM,1-Dec-1996,13,12,NON,OMS Survey,,-10.40626,13.77719
ML03R03C014,SIKASSO,KADIOLO,ML03R03,OUATIALY,ML03R03C014,CSCOM,15-Oct-1998,5,77,NON,OMS Survey,,-5.953,10.74
ML07R02C011,GAO,ANSONGO,ML07R02,OUATTAGOUNA,ML07R02C011,CSCOM,31-Dec-2006,7,90,OUI,OMS Survey,,0.721302106,15.18162747
,TOMBOUCTOU,Tombouctou,,OUDAIKA,0,CSCOM,,,,,Cluster Nutrition,Non localise,,
ML02R09C001,KOULIKORO,OUELESSEBOUGOU,ML02R09,OUELESSEBOUGOU CENTRAL,ML02R09C001,CSCOM,1-Jan-1998,29,0,OUI,OMS Survey,,-7.913174402,11.99164722
ML02R09C000,KOULIKORO,OUELESSEBOUGOU,ML02R09,OUELESSEBOUGOU CSREF,ML02R09C000,CSRef,1-Apr-2002,0,80,,OMS Survey,,-7.913174402,11.99164722
,MOPTI,BANKASS,ML05R03,OUENKORO,0,CSCOM,,,,,Cluster Nutrition,,-3.703204,13.597557
,TOMBOUCTOU,Gourma-Rharous,,OUINERDEN,0,CSCOM,,,,,Cluster Nutrition,,-1.4822,16.65
,KOULIKORO,Kati,,OUIZZINDOUGOU,0,CSCOM,,,,,Cluster Nutrition,,-8.085611,12.54174
ML03R06C030,SIKASSO,KOUTIALA,ML03R06,OULA,ML03R06C030,CSCOM,1-Apr-2009,8,45,OUI,OMS Survey,,-5.33972215,12.59249972
ML04R04C011,SEGOU,MACINA,ML04R04,OULA,ML04R04C011,CSCOM,1-Jan-1998,20,45,OUI,OMS Survey,,-5.71004,14.00836
ML02R02C012,KOULIKORO,BANAMBA,ML02R02,OULENY,ML02R02C012,CSCOM,24-Dec-2004,10,1,OUI,OMS Survey,,-7.34047,13.68776
ML05R02C021,MOPTI,BANDIAGARA,ML05R02,OUO,ML05R02C021,CSCOM,15-Sep-1996,20,45,OUI,OMS Survey,,-3.789293398,14.1003651
ML02R07C012,KOULIKORO,KOLOKANI,ML02R07,OUOLODO,ML02R07C012,CSCOM,12-Feb-1998,11,45,OUI,OMS Survey,,-7.931565527,13.20103297
ML01R07C020,KAYES,YELIMANE,ML01R07,OUOLOGUELA,ML01R07C020,CSCOM,1-Mar-2002,6,60,NON,OMS Survey,,-10.79892665,14.92015285
ML04R07C022,SEGOU,SAN,ML04R07,OUOLON,ML04R07C022,CSCOM,1-Jun-2000,13,42,NON,OMS Survey,,-4.859680274,13.49695547
ML06R05C018,TOMBOUCTOU,NIAFUNKE,ML06R05,OUONKO,ML06R05C018,CSCOM,1-Jan-2007,35,35,NON,OMS Survey,,-3.959283,15.783635
ML05R03C014,MOPTI,BANKASS,ML05R03,OUONKORO,ML05R03C014,CSCOM,28-Jul-1998,20,100,OUI,OMS Survey,,-3.828811398,13.38311635
ML03R09C012,SIKASSO,YOROSSO,ML03R09,OURIKELA,ML03R09C012,CSCOM,1-Jan-1999,7,65,OUI,OMS Survey,,-5.061183899,12.10759197
ML05R01C013,MOPTI,MOPTI,ML05R01,OURO MODI,ML05R01C013,CSCOM,1-Jan-2006,5,65,OUI,OMS Survey,,-4.599756899,14.27549035
ML05R07C015,MOPTI,TENENKOU,ML05R07,OURONGUIA,ML05R07C015,CSCOM,1-Jan-2004,8,120,NON,OMS Survey,,-4.66858,15.08078
ML03R02C028,SIKASSO,BOUGOUNI,ML03R02,OUROUMPANA,ML03R02C028,CSCOM,1-Oct-1997,16,80,OUI,OMS Survey,,-7.155418901,10.87931122
ML03R02C029,SIKASSO,BOUGOUNI,ML03R02,OUROUN,ML03R02C029,CSCOM,1-Sep-2001,13,6,OUI,OMS Survey,,-7.920413777,11.69753897
,SIKASSO,Bougouni,,OUROUPANA,0,CSCOM,,,,,Cluster Nutrition,,-7.155419,10.879311
ML01R02C024,KAYES,OUSSOUBIDIAGNA,ML01R02,OUSSOUBIDIAGNA,ML01R02C024,CSREF,1-Feb-1997,13,105,NON,OMS Survey,,-10.46241303,14.24423922
ML03R06C031,SIKASSO,KOUTIALA,ML03R06,PEGUENA,ML03R06C031,CSCOM,1-Jun-1999,12,60,OUI,OMS Survey,,-5.901177275,12.6773356
ML05R06C016,MOPTI,KORO,ML05R06,PEL,ML05R06C016,CSCOM,29-Nov-2005,11,105,OUI,OMS Survey,,-3.272640023,14.08693022
ML04R01C018,SEGOU,SEGOU,ML04R01,PELENGANA SUD,ML04R01C018,CSCOM,1-Jan-2003,9,5,OUI,OMS Survey,,-6.215277651,13.42777822
ML04R03C019,SEGOU,BLA,ML04R03,PENESSO,ML04R03C019,CSCOM,1-Jul-2003,7,63,OUI,OMS Survey,,-5.23236,12.97004
ML03R01C043,SIKASSO,SIKASSO,ML03R01,PIMPERNA,ML03R01C043,CSCOM,1-Feb-2004,14,18,OUI,OMS Survey,,-5.75472,11.43056
ML05R03C015,MOPTI,BANKASS,ML05R03,PISSA,ML05R03C015,CSCOM,20-Jul-2005,5,1,OUI,OMS Survey,,-3.404700648,13.72543972
ML01R01C032,KAYES,KAYES,ML01R01,PLATEAU,ML01R01C032,CSCOM,1-Aug-2010,2,2,OUI,OMS Survey,,-11.43890328,14.44852172
ML04R06C020,SEGOU,NIONO,ML04R06,POGO,ML04R06C020,CSCOM,2-May-1997,21,60,OUI,OMS Survey,,-5.9101689,13.89872235
ML05R06C017,MOPTI,KORO,ML05R06,POMORODODIOU,ML05R06C017,CSCOM,14-Apr-1994,10,12,OUI,OMS Survey,,-3.08611,14.16241
ML05R08C007,MOPTI,YOUWAROU,ML05R08,QUIDIO,ML05R08C007,CSCOM,28-Apr-1999,16,35,OUI,OMS Survey,,-4.075829649,15.34919335
ML06R03C011,TOMBOUCTOU,GOUNDAM,ML06R03,RAZELMA,ML06R03C011,CSCOM,1-Jan-2000,7,115,OUI,OMS Survey,,-4.461007899,16.6024096
ML02R07C013,KOULIKORO,KOLOKANI,ML02R07,SABOUGOU,ML02R07C013,CSCOM,5-May-1995,11,40,OUI,OMS Survey,,-7.84123,13.37442
ML01R01C033,KAYES,KAYES,ML01R01,SADIOLA,ML01R01C033,CSCOM,1-Dec-2000,16,80,NON,OMS Survey,,-11.69045628,13.89004422
ML02R09C010,KOULIKORO,OUELESSEBOUGOU,ML02R09,SAFE BOUGOULA,ML02R09C010,CSCOM,6-Jan-2006,11,56,NON,OMS Survey,,-7.798707152,12.30936785
ML02R06C036,KOULIKORO,KATI,ML02R06,SAFO,ML02R06C036,CSCOM,4-Feb-2003,14,50,OUI,OMS Survey,,-7.920805152,12.7686816
ML02R07C014,KOULIKORO,KOLOKANI,ML02R07,SAGABALA,ML02R07C014,CSCOM,19-Sep-2005,8,74,NON,OMS Survey,,-8.102093027,14.08442697
ML01R05C032,KAYES,KITA,ML01R05,SAGABARI,ML01R05C032,CSCOM,1-Jun-2009,12,90,NON,OMS Survey,,-9.803815279,12.58304172
ML04R05C011,SEGOU,MARKALA,ML04R05,SAGALA,ML04R05C011,CSCOM,15-Jan-2007,9,198,OUI,OMS Survey,,-6.09784,13.80057
ML01R04C016,KAYES,KENIEBA,ML01R04,SAGALO,ML01R04C016,CSCOM,1-Jun-1995,10,135,OUI,OMS Survey,,-10.69864578,12.19557385
ML05R08C008,MOPTI,YOUWAROU,ML05R08,SAH,ML05R08C008,CSCOM,22-Apr-1999,30,50,OUI,OMS Survey,,-4.049390899,15.62128935
,SEGOU,Segou,,SAKOIBA,0,CSCOM,,,,,Cluster Nutrition,,-6.28041,13.308925
ML03R02C030,SIKASSO,BOUGOUNI,ML03R02,SAKORO,ML03R02C030,CSCOM,1-Sep-2005,7,25,OUI,OMS Survey,,-7.614,11.52
,TOMBOUCTOU,Dire,,SALAKOÏRA,0,CSCOM,,,,,Cluster Nutrition,,-3.460814,16.054571
ML02R05C010,KOULIKORO,KANGABA,ML02R05,SALAMALE,ML02R05C010,CSCOM,15-Mar-2002,1,1,OUI,OMS Survey,,-8.6158,11.85074
,MOPTI,BANKASS,ML05R03,SAMA,0,CSCOM,,,,,Cluster Nutrition,Present dans 2 commune du meme cercle ankas,,
ML04R01C019,SEGOU,SEGOU,ML04R01,SAMA FOULALA,ML04R01C019,CSCOM,1-Jan-2002,8,136,OUI,OMS Survey,,-6.509166776,13.38277822
ML04R03C020,SEGOU,BLA,ML04R03,SAMABOGO,ML04R03C020,CSCOM,8-Dec-2000,5,37,OUI,OMS Survey,,-5.499722025,12.85277747
ML02R02C013,KOULIKORO,BANAMBA,ML02R02,SAMAKELE,ML02R02C013,CSCOM,1-Jan-2006,11,15,OUI,OMS Survey,,-7.566433652,13.56705835
ML02R07C015,KOULIKORO,KOLOKANI,ML02R07,SAMANTARA,ML02R07C015,CSCOM,1-Jan-2011,7,120,OUI,OMS Survey,,-8.62732,14.12245
ML01R07C021,KAYES,YELIMANE,ML01R07,SAMBAGA,ML01R07C021,CSCOM,1-Jun-2005,1,20,OUI,OMS Survey,,-10.69878478,15.09395128
ML01R06C015,KAYES,NIORO,ML01R06,SAMBAGORE,ML01R06C015,CSCOM,1-Jan-2008,5,52,NON,OMS Survey,,-9.91265,15.17077
ML04R03C021,SEGOU,BLA,ML04R03,SAMBALA,ML04R03C021,CSCOM,1-Jul-1998,7,20,OUI,OMS Survey,,-5.69618,13.08532
ML01R01C034,KAYES,KAYES,ML01R01,SAME - KAYES,ML01R01C034,CSCOM,14-Oct-1996,12,15,OUI,OMS Survey,,-11.56972216,14.48583322
ML04R01C020,SEGOU,SEGOU,ML04R01,SAMINE,ML04R01C020,CSCOM,1-Jan-2002,7,45,NON,OMS Survey,,-6.086515275,13.13157785
ML02R08C019,KOULIKORO,NARA,ML02R08,SAMPAGA,ML02R08C019,CSCOM,1-Jan-2006,8,135,OUI,OMS Survey,,-7.70863,15.25823
ML05R01C014,MOPTI,MOPTI,ML05R01,SAMPARA,ML05R01C014,CSCOM,1-Jul-2003,24,34,OUI,OMS Survey,,-4.047829274,14.70078197
ML04R07C023,SEGOU,SAN,ML04R07,SAN CENTRAL,ML04R07C023,CSCOM,1-Jan-2006,11,2,OUI,OMS Survey,,-4.897007649,13.29929572
ML04R07C000,SEGOU,SAN,ML04R07,SAN CSREF,ML04R07C000,CSRef,1-Jan-2003,0,180,,OMS Survey,,-4.897007649,13.29929572
ML04R02C015,SEGOU,BAROUELI,ML04R02,SANANDO,ML04R02C015,CSCOM,2-Jan-2000,14,85,OUI,OMS Survey,,-6.406547151,12.96404235
ML02R06C037,KOULIKORO,KATI,ML02R06,SANANFARA,ML02R06C037,CSCOM,1-Jan-2002,1,5,OUI,OMS Survey,,-8.08279,12.68354
ML02R03C016,KOULIKORO,DIOILA,ML02R03,SANANKORO,ML02R03C016,CSCOM,20-Jun-2006,5,65,OUI,OMS Survey,,-6.84463,12.00332
ML02R06C038,KOULIKORO,KATI,ML02R06,SANANKOROBA,ML02R06C038,CSCOM,22-Feb-1999,19,50,OUI,OMS Survey,,-7.937778027,12.3986111
ML02R09C011,KOULIKORO,OUELESSEBOUGOU,ML02R09,SANANKORO-DJITOUMOU,ML02R09C011,CSCOM,1-Dec-2000,25,48,NON,OMS Survey,,-7.58791,12.14149
ML02R06C039,KOULIKORO,KATI,ML02R06,SANDAMA,ML02R06C039,CSCOM,1-Apr-2002,10,130,OUI,OMS Survey,,-8.741787528,12.43185835
ML01R06C016,KAYES,NIORO,ML01R06,SANDARE,ML01R06C016,CSCOM,1-Jan-1995,10,234,OUI,OMS Survey,,-10.3052969,14.7007426
ML01R05C033,KAYES,KITA,ML01R05,SANDIAMBOUGOU,ML01R05C033,CSCOM,1-Jul-1994,13,45,NON,OMS Survey,,-9.33721,13.50424
ML04R07C024,SEGOU,SAN,ML04R07,SANEKUY,ML04R07C024,CSCOM,1-Jan-2011,8,58,OUI,OMS Survey,,-4.613354649,13.06637472
ML04R08C012,SEGOU,TOMINIAN,ML04R08,SANEKUY,ML04R08C012,CSCOM,1-Jan-2003,16,27,OUI,OMS Survey,,-4.613355,13.066375
ML01R04C017,KAYES,KENIEBA,ML01R04,SANFAGADALA,ML01R04C017,CSCOM,1-Sep-2007,10,115,OUI,OMS Survey,,-11.48312053,13.57715472
,KOULIKORO,Kati,,SANGAREBOUGOU,0,CSCOM,,,,,Cluster Nutrition,,-7.933888889,12.69194444
ML05R02C022,MOPTI,BANDIAGARA,ML05R02,SANGHA,ML05R02C022,CSCOM,1-Dec-1999,17,45,OUI,OMS Survey,,-3.308204148,14.47013122
ML03R06C032,SIKASSO,KOUTIALA,ML03R06,SANGUELA,ML03R06C032,CSCOM,31-Dec-2002,10,70,NON,OMS Survey,,-5.28804915,11.9985211
ML06R01C014,TOMBOUCTOU,TOMBOUCTOU,ML06R01,SANKORE,ML06R01C014,CSCOM,1-Jan-2011,4,0,OUI,OMS Survey,,-3.007772523,16.76618535
ML03R01C044,SIKASSO,SIKASSO,ML03R01,SANOUBOUGOU I,ML03R01C044,CSCOM,1-Jan-2005,3,0,OUI,OMS Survey,,-5.659,11.3
ML03R01C045,SIKASSO,SIKASSO,ML03R01,SANOUBOUGOU II,ML03R01C045,CSCOM,1-Jan-2005,5,5,OUI,OMS Survey,,-5.660785274,11.30463343
ML04R05C012,SEGOU,MARKALA,ML04R05,SANSANDING,ML04R05C012,CSCOM,10-Jun-1996,10,15,OUI,OMS Survey,,-5.829,13.74821
ML01R03C019,KAYES,DIEMA,ML01R03,SANSANKIDE,ML01R03C019,CSCOM,1-Nov-2011,7,75,NON,OMS Survey,,-9.961804029,14.4208666
ML03R02C031,SIKASSO,BOUGOUNI,ML03R02,SANSO,ML03R02C031,CSCOM,1-Sep-1995,16,0,OUI,OMS Survey,,-6.856979901,11.7086401
,SIKASSO,Yorosso,,SANWA,0,CSCOM,,,,,Cluster Nutrition,,-4.425068,12.559196
,SIKASSO,Kignan,,SANZANA,0,CSCOM,,,,,Cluster Nutrition,,-5.953255,11.221195
,SIKASSO,Kignan,,SANZANA CONFESSIONNEL,0,CSCOM,,,,,Cluster Nutrition,,-5.953255,11.221195
ML06R05C019,TOMBOUCTOU,NIAFUNKE,ML06R05,SARAFERE,ML06R05C019,CSCOM,1-Jan-2007,27,15,,OMS Survey,,-3.699188648,15.82029885
ML06R02C011,TOMBOUCTOU,DIRE,ML06R02,SAREYAMOU,ML06R02C011,CSCOM,1-Jun-2005,15,35,NON,OMS Survey,,-3.235748773,16.0872651
ML04R04C012,SEGOU,MACINA,ML04R04,SARRO,ML04R04C012,CSCOM,1-Jan-1995,43,45,OUI,OMS Survey,,-5.24215265,13.71647597
ML01R02C025,KAYES,OUSSOUBIDIAGNA,ML01R02,SAVANE,ML01R02C025,CSCOM,1-May-2010,5,187,OUI,OMS Survey,,-10.02637,14.12706
ML04R04C013,SEGOU,MACINA,ML04R04,SAYE,ML04R04C013,CSCOM,1-Jan-1995,23,75,OUI,OMS Survey,,-4.996717899,13.82509672
ML01R05C034,KAYES,KITA,ML01R05,SEBEKORO,ML01R05C034,CSCOM,1-Jan-1999,11,60,OUI,OMS Survey,,-8.990402778,12.9583786
ML02R07C016,KOULIKORO,KOLOKANI,ML02R07,SEBEKORO-KOLOKANI,ML02R07C016,CSCOM,22-Feb-1998,16,45,NON,OMS Survey,,-8.381636653,13.6897291
ML02R02C014,KOULIKORO,BANAMBA,ML02R02,SEBETE,ML02R02C014,CSCOM,1-Jan-2004,16,74,NON,OMS Survey,,-7.146433276,14.03058322
ML04R01C021,SEGOU,SEGOU,ML04R01,SEBOUGOU,ML04R01C021,CSCOM,1-Nov-2006,9,10,OUI,OMS Survey,,-6.300833276,13.4202776
ML01R05C035,KAYES,KITA,ML01R05,SEFETO,ML01R05C035,CSCOM,1-Jan-1999,3,190,OUI,OMS Survey,,-9.827326529,14.13762985
ML01R01C035,KAYES,KAYES,ML01R01,SEGALA,ML01R01C035,CSCOM,1-Nov-1996,7,60,NON,OMS Survey,,-10.97162253,14.55925847
ML04R01C022,SEGOU,SEGOU,ML04R01,SEGOU - COURA,ML04R01C022,CSCOM,1-Dec-1993,3,4,OUI,OMS Survey,,-6.272323026,13.44043647
ML04R01C000,SEGOU,SEGOU,ML04R01,SEGOU CSREF,ML04R01C000,CSRef,1-Apr-2004,0,600,,OMS Survey,,-6.268655,13.44288
ML05R03C016,MOPTI,BANKASS,ML05R03,SEGUE,ML05R03C016,CSCOM,13-Aug-2009,17,55,OUI,OMS Survey,,-3.751453648,13.84250047
ML02R07C017,KOULIKORO,KOLOKANI,ML02R07,SEGUE-KOLOKANI,ML02R07C017,CSCOM,27-Jun-1997,9,65,OUI,OMS Survey,,-8.20887,14.23091
,KOULIKORO,Koulikoro,,SEGUELA,0,CSCOM,,,,,Cluster Nutrition,,-6.894048,13.393053
ML04R02C016,SEGOU,BAROUELI,ML04R02,SEGUELA,ML04R02C016,CSCOM,4-Jan-2000,9,30,OUI,OMS Survey,,-6.92921,13.19985
,SEGOU,Segou,,SEKORO,0,CSCOM,,,,,Cluster Nutrition,,-6.352139,13.393893
,KAYES,KENIEBA,,SEKOTOBA,0,CSCOM,,,,,Cluster Nutrition,,-10.945931,12.743366
ML02R05C011,KOULIKORO,KANGABA,ML02R05,SELEFOUGOU,ML02R05C011,CSCOM,12-Aug-2002,5,35,NON,OMS Survey,,-8.339385153,11.7405626
ML01R01C036,KAYES,KAYES,ML01R01,SELIFELY,ML01R01C036,CSCOM,27-Mar-2000,2,150,OUI,OMS Survey,,-11.71036778,15.47684422
ML03R07C000,SIKASSO,SELINGUE,ML03R07,SELINGUE CSREF,ML03R07C000,CSRef,,,0,OUI,OMS Survey,,-8.243447,11.641923
ML01R02C026,KAYES,BAFOULABE,ML01R02,SELINKEGNI,ML01R02C026,CSCOM,1-Dec-1997,4,45,OUI,OMS Survey,,-10.64266,13.90863
ML05R01C015,MOPTI,MOPTI,ML05R01,SENDEGUE,ML05R01C015,CSCOM,1-Jan-2006,9,130,OUI,OMS Survey,,-3.948192273,15.26119535
ML05R07C016,MOPTI,TENENKOU,ML05R07,SENE BAMANA,ML05R07C016,CSCOM,1-Jan-2008,18,50,NON,OMS Survey,,-5.1025,14.13451
,KAYES,Kita,,SENKO,0,CSCOM,,,,,Cluster Nutrition,,-9.353975,12.808614
ML05R04C014,MOPTI,DJENNE,ML05R04,SENOSSA,ML05R04C014,CSCOM,4-Apr-2004,9,10,NON,OMS Survey,,-4.568888649,13.95361135
ML02R03C017,KOULIKORO,DIOILA,ML02R03,SENOU,ML02R03C017,CSCOM,13-Sep-2004,12,45,OUI,OMS Survey,,-6.938585026,12.14214285
ML01R01C037,KAYES,KAYES,ML01R01,SERENATY,ML01R01C037,CSCOM,8-Apr-1999,5,85,OUI,OMS Survey,,-11.72801666,14.91459122
ML02R03C018,KOULIKORO,DIOILA,ML02R03,SERIBILA,ML02R03C018,CSCOM,1-Jun-2011,7,112,OUI,OMS Survey,,-6.52257,12.08118
ML02R07C018,KOULIKORO,KOLOKANI,ML02R07,SERIWALA,ML02R07C018,CSCOM,1-Jan-2011,15,16,NON,OMS Survey,,-8.25322,13.55414
ML01R01C038,KAYES,KAYES,ML01R01,SERO,ML01R01C038,CSCOM,1-Oct-2000,11,75,NON,OMS Survey,,-11.06238091,14.81003197
ML05R01C016,MOPTI,MOPTI,ML05R01,SEVARE II,ML05R01C016,CSCOM,1-Jan-2004,5,12,OUI,OMS Survey,,-4.142663687,14.50986027
ML05R01C017,MOPTI,MOPTI,ML05R01,SEVARE III,ML05R01C017,CSCOM,1-Jan-2003,4,15,OUI,OMS Survey,,-4.29563,14.41165
ML05R01C018,MOPTI,MOPTI,ML05R01,SEVERY PEULH,ML05R01C018,CSCOM,1-Jan-2002,10,36,NON,OMS Survey,,-4.13996,14.80699
ML02R04C017,KOULIKORO,FANA,ML02R04,SEYLA,ML02R04C017,CSCOM,1-Jan-1999,7,82,OUI,OMS Survey,,-6.60746,12.68564
ML01R06C017,KAYES,NIORO,ML01R06,SI0BI,ML01R06C017,CSCOM,1-Jan-2009,13,45,NON,OMS Survey,,-9.682640654,14.90583285
ML04R05C013,SEGOU,MARKALA,ML04R05,SIBILA,ML04R05C013,CSCOM,15-Jan-1996,15,35,OUI,OMS Survey,,-5.8773794,13.7751606
ML01R02C027,KAYES,OUSSOUBIDIAGNA,ML01R02,SIBINDY,ML01R02C027,CSCOM,1-Mar-1999,1,175,OUI,OMS Survey,,-10.45303,14.5442
ML03R01C046,SIKASSO,SIKASSO,ML03R01,SIBIRIFINA,ML03R01C046,CSCOM,1-Sep-1999,3,75,OUI,OMS Survey,,-6.073,11.65
ML02R06C040,KOULIKORO,KATI,ML02R06,SIBY,ML02R06C040,CSCOM,10-Mar-1996,15,15,OUI,OMS Survey,,-8.333796028,12.3757936
ML03R02C032,SIKASSO,BOUGOUNI,ML03R02,SIDO,ML03R02C032,CSCOM,1-Jan-1997,18,30,OUI,OMS Survey,,-7.599190527,11.66476622
ML03R07C005,SIKASSO,SELINGUE,ML03R07,SIEROROLE,ML03R07C005,CSCOM,1-Aug-2009,4,71,OUI,OMS Survey,,-8.264016277,11.31799235
ML03R01C000,SIKASSO,SIKASSO,ML03R01,SIKASSO CSREF,ML03R01C000,CSRef,1-Jan-1960,0,4,,OMS Survey,,-5.66654,11.31755
ML03R06C033,SIKASSO,KOUTIALA,ML03R06,SINCINA,ML03R06C033,CSCOM,1-Jan-1997,5,15,,OMS Survey,,-5.43417,12.35167
ML03R06C034,SIKASSO,KOUTIALA,ML03R06,SINKOLO,ML03R06C034,CSCOM,1-Nov-2006,1,46,OUI,OMS Survey,,-5.55000015,12.0874996
ML02R01C012,KOULIKORO,KOULIKORO,ML02R01,SINZANI,ML02R01C012,CSCOM,13-Dec-2004,7,1,OUI,OMS Survey,,-7.43216,13.17093
ML01R05C036,KAYES,KITA,ML01R05,SIRAKORO,ML01R05C036,CSCOM,1-Nov-2007,10,55,OUI,OMS Survey,,-9.226947528,12.67969147
,KOULIKORO,Kati,,SIRAKORO MEGUETANA,0,CSCOM,,,,,Cluster Nutrition,,-7.368737,12.879283
ML02R07C019,KOULIKORO,KOLOKANI,ML02R07,SIRAKOROBA,ML02R07C019,CSCOM,13-Sep-2005,5,55,OUI,OMS Survey,,-7.67219,13.53061
ML02R01C013,KOULIKORO,KOULIKORO,ML02R01,SIRAKOROBOUGOU,ML02R01C013,CSCOM,1-Jan-2001,10,140,OUI,OMS Survey,,-7.12645,13.3998
ML02R01C014,KOULIKORO,KOULIKORO,ML02R01,SIRAKOROLA,ML02R01C014,CSCOM,1-Jan-1995,33,55,NON,OMS Survey,,-7.574523152,13.27529047
ML04R01C023,SEGOU,SEGOU,ML04R01,SIRI0ANZO,ML04R01C023,CSCOM,1-Jan-2002,4,125,OUI,OMS Survey,,-5.35754,13.33397
ML04R06C021,SEGOU,NIONO,ML04R06,SIRIBALA,ML04R06C021,CSCOM,24-Mar-1994,24,30,OUI,OMS Survey,,-6.068121775,14.03644135
,SEGOU,Segou,,SIRIMANZO,0,CSCOM,,,,,Cluster Nutrition,Non localise,,
ML01R04C018,KAYES,KENIEBA,ML01R04,SITAKILY,ML01R04C018,CSCOM,1-May-2001,10,35,OUI,OMS Survey,,-11.22900541,13.10469997
,KAYES,OUSSOUBIDIAGNA,,SITAKOUROU,0,CSCOM,,,,,Cluster Nutrition,,-10.344716,14.598193
ML01R05C037,KAYES,KITA,ML01R05,SITANINKOTO,ML01R05C037,CSCOM,1-Jan-2008,10,115,OUI,OMS Survey,,-10.17852,12.45094
ML05R01C019,MOPTI,MOPTI,ML05R01,SOCOURA,ML05R01C019,CSCOM,17-Jun-1997,17,3,NON,OMS Survey,,-4.219575659,14.50935108
ML05R04C015,MOPTI,DJENNE,ML05R04,SOFARA,ML05R04C015,CSCOM,,,,,OMS Survey,,-4.315555524,13.93583297
ML03R06C035,SIKASSO,KOUTIALA,ML03R06,SOGOMOUGOU,ML03R06C035,CSCOM,1-Jan-1999,1,0,OUI,OMS Survey,,-5.466,12.39
ML04R05C014,SEGOU,MARKALA,ML04R05,SOKE,ML04R05C014,CSCOM,15-Nov-2005,11,0,OUI,OMS Survey,,-5.82478,13.58726
ML04R06C022,SEGOU,NIONO,ML04R06,SOKOLO,ML04R06C022,CSCOM,22-Apr-1994,11,75,OUI,OMS Survey,,-6.1221559,14.73287147
ML05R03C017,MOPTI,BANKASS,ML05R03,SOKOURA (ASACOSO),ML05R03C017,CSCOM,28-Jul-1998,24,80,OUI,OMS Survey,,-3.767162898,13.50612822
ML05R01C020,MOPTI,MOPTI,ML05R01,SOMADOUGOU,ML05R01C020,CSCOM,15-Mar-1997,7,40,OUI,OMS Survey,,-4.13416,14.22705
ML01R01C039,KAYES,KAYES,ML01R01,SOMANKIDI,ML01R01C039,CSCOM,17-Nov-1998,8,25,NON,OMS Survey,,-11.60777766,14.5466671
ML04R03C022,SEGOU,BLA,ML04R03,SOMASSO,ML04R03C022,CSCOM,1-May-2005,5,34,OUI,OMS Survey,,-5.5977339,12.8621336
ML04R02C017,SEGOU,BAROUELI,ML04R02,SOMO-BAROUELI,ML04R02C017,CSCOM,1-Jan-2000,52,52,OUI,OMS Survey,,-6.686591901,13.3261666
ML04R07C025,SEGOU,SAN,ML04R07,SOMO-SAN,ML04R07C025,CSCOM,3-Apr-2003,3,20,NON,OMS Survey,,-4.779751524,13.2401311
ML05R02C023,MOPTI,BANDIAGARA,ML05R02,SONGHO,ML05R02C023,CSCOM,1-Jan-2006,8,13,NON,OMS Survey,,-3.73742,14.53664
ML02R06C041,KOULIKORO,KATI,ML02R06,SONIKEGNY,ML02R06C041,CSCOM,23-Mar-1998,12,0,OUI,OMS Survey,,-8.03055,12.89426
ML02R07C020,KOULIKORO,KOLOKANI,ML02R07,SONKENIE,ML02R07C020,CSCOM,14-Sep-2005,16,65,OUI,OMS Survey,,-7.88951,13.80754
ML03R06C036,SIKASSO,KOUTIALA,ML03R06,SOROBASSO,ML03R06C036,CSCOM,1-Jan-2005,4,35,OUI,OMS Survey,,-5.25444465,12.51972197
ML05R07C017,MOPTI,TENENKOU,ML05R07,SOSSOBE,ML05R07C017,CSCOM,1-May-1995,8144,35,NON,OMS Survey,,-4.48686,14.54238
ML07R01C018,GAO,GAO,ML07R01,SOSSOKOIRA,ML07R01C018,CSCOM,8-Aug-2011,1,4,OUI,OMS Survey,,-0.05078477,16.27621973
ML08R01C012,BAMAKO,COMMUNE1,ML08R01,SOTUBA,ML08R01C012,CSCOM,1-Jan-1992,6,5,OUI,OMS Survey,,-7.91939,12.65268
ML05R04C016,MOPTI,DJENNE,ML05R04,SOUALA,ML05R04C016,CSCOM,1-Feb-2011,3,15,OUI,OMS Survey,,-4.529722222,13.79916667
ML04R01C024,SEGOU,SEGOU,ML04R01,SOUBA,ML04R01C024,CSCOM,1-Apr-2006,12,150,NON,OMS Survey,,-6.598243776,13.41087508
ML05R03C018,MOPTI,BANKASS,ML05R03,SOUBALA,ML05R03C018,CSCOM,21-Jan-2006,10,30,OUI,OMS Survey,,-3.501189898,13.86165047
ML05R01C021,MOPTI,MOPTI,ML05R01,SOUFOUROULAYE,ML05R01C021,CSCOM,5-Jul-1996,8,26,OUI,OMS Survey,,-4.084027899,14.40114335
ML03R06C037,SIKASSO,KOUTIALA,ML03R06,SOUGOUMBA,ML03R06C037,CSCOM,4-Apr-1999,2,13,,OMS Survey,,-5.1875,12.1725
